PlayerName,TrackerID,KillDeathRatio,WinRatio,TimeSurvived,RoundsPlayed,Wins,WinTop10Ratio,Top10s,Top10Ratio,Losses,Rating,BestRating,DamagePg,HeadshotKillsPg,HealsPg,KillsPg,MoveDistancePg,RoadKillsPg,TeamKillsPg,TimeSurvivedPg,Top10sPg,Kills,Assists,Suicides,TeamKills,HeadshotKills,HeadshotKillRatio,VehicleDestroys,RoadKills,DailyKills,WeeklyKills,RoundMostKills,MaxKillStreaks,Days,LongestTimeSurvived,MostSurvivalTime,AvgSurvivalTime,WinPoints,WalkDistance,RideDistance,MoveDistance,AvgWalkDistance,AvgRideDistance,LongestKill,Heals,Boosts,DamageDealt
PeterLangt0n,188707,0,0,1294.58,1,0,0,0,0,1,1212.04,1200,39.93,0,0,0,3380.7,0,0,1294.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1294.58,1294.58,1294.58,1012,1744.31,1636.39,3380.7,1744.31,1636.39,0,0,0,39.93
Snapshot1787,204421,1.79,0,28418.31,39,0,0,4,10.3,39,1529.32,1563.17,195.14,0.28,1.97,1.79,2004.28,0,0,728.67,0.1,70,1,0,0,11,0.16,0,0,0,13,11,2,14,1842.14,1842.14,728.67,1232,45637.72,32529.3,78167.02,1170.2,834.08,258.3,77,45,7610.39
Owen_666,81921,1.56,0,66159.91,71,0,0,10,14.1,71,2093.21,2065.1,171.61,0.28,1.63,1.56,2242.15,0.01,0,931.83,0.14,111,7,0,0,20,0.18,0,1,2,5,10,2,24,1956.51,1956.51,931.83,1725,112131.8,47060.89,159192.7,1579.32,662.83,314.41,116,111,12184.12
Cooont,126625,1.5,0,2707.99,2,0,0,0,0,2,1265.01,1234.38,217.03,0.5,0.5,1.5,2749.5,0,0,1353.99,0,3,1,0,0,1,0.33,0,0,1,1,2,1,2,1507.21,1507.21,1353.99,1054,4998.11,500.88,5498.99,2499.05,250.44,23.88,1,5,434.06
esregnet,221860,0.93,0,34218.23,54,0,0,6,11.1,54,1273.56,1335.31,108.36,0.24,0.57,0.93,1275.58,0,0,633.67,0.11,50,1,0,0,13,0.26,0,0,6,9,7,3,19,1870.27,1870.27,633.67,1030,39010.08,29871.12,68881.2,722.41,553.17,134.7,31,21,5851.61
Theory_,217764,2,20,4084.28,5,1,1,1,20,4,1325.11,1345.38,157.22,0.4,0.2,1.6,1471.87,0,0,816.86,0.2,8,0,0,0,2,0.25,0,0,1,1,7,2,3,1903.24,1903.24,816.86,1104,7359.37,0,7359.37,1471.87,0,270.29,1,3,786.11
King_Duck,222373,1.37,2.25,171619.23,222,5,0.05,29,13.1,217,2040.39,2236.08,157.17,0.26,1.53,1.34,2688.87,0.04,0.02,773.06,0.13,297,15,5,5,58,0.2,1,9,11,30,16,4,49,2020.2,2020.2,592.86,4843,273380.74,323547.8,596928.53,856.14,1266.41,455.83,339,265,34891.07
puller,199226,0.94,0,18038.27,18,0,0,1,5.6,18,1418.26,1409.2,117.29,0.17,0.78,0.94,2220.44,0,0,1002.13,0.06,17,1,0,0,3,0.18,0,0,0,8,3,2,8,1582.64,1582.64,1002.13,1180,32831.21,7136.74,39967.95,1823.96,396.49,170.98,14,6,2111.19
Mesmer1ze,122795,1.92,0,15574.43,12,0,0,4,33.3,12,1505.73,1520.56,219.11,0.5,1.83,1.92,5051.89,0.08,0,1297.87,0.33,23,4,0,0,6,0.26,0,1,0,0,4,2,5,1916.88,1916.88,1297.87,1254,23483.87,37138.82,60622.7,1956.99,3094.9,344.68,22,23,2629.35
LEBRONSU,182014,0.18,0,23685.54,22,0,0,4,18.2,22,1423.12,1422.4,29.77,0.09,0,0.18,2227.67,0,0.05,1076.62,0.18,4,2,1,1,2,0.5,0,0,1,4,2,1,8,1972.36,1972.36,960.13,2227,32425.68,16583.08,49008.76,1354.09,487.74,106.34,0,10,654.84
Oracion,106807,1,2.17,39321.56,46,1,0.2,5,10.9,45,1632.35,1718.82,118.48,0.33,0.57,0.98,2158.11,0,0,854.82,0.11,45,7,0,0,15,0.33,0,0,0,0,5,2,14,1770.87,1770.87,854.82,1352,63999.7,35273.27,99272.97,1391.3,766.81,165.57,26,41,5449.87
yoryo,211873,1.11,1.72,86172.59,116,2,0.17,12,10.3,114,1986.05,2012.93,138.19,0.25,1.09,1.09,2139.39,0.05,0,742.87,0.1,127,14,0,0,29,0.23,0,6,1,12,9,2,30,1992.86,1992.86,742.87,1637,140573.2,107595.6,248168.8,1211.84,927.55,301.11,127,129,16030.59
BarryMcKockner,125982,0.97,0,90462.98,98,0,0,10,10.2,98,1921.97,1940.57,129.95,0.15,1.22,0.97,4681.56,0.03,0.01,923.09,0.1,95,9,1,1,15,0.16,0,3,2,8,5,3,31,1841.6,1841.6,1137.47,2598,163151.58,295640.92,458792.5,1677.86,5616.55,232.94,120,112,12735.02
Reggie321,188158,4.5,0,3193.84,2,0,0,1,50,2,1290.36,1253.13,574.31,1.5,2,4.5,3760.68,0,0,1596.92,0.5,9,0,0,0,3,0.33,0,0,4,4,5,1,2,1633.61,1633.61,1596.92,1066,5174.13,2347.22,7521.35,2587.06,1173.61,440.76,4,6,1148.62
iceori,154711,1.34,2.22,33682.49,45,1,0.5,2,4.4,44,1602.85,1647.11,134.35,0.24,0.91,1.31,1897.74,0,0,748.5,0.04,59,4,0,0,11,0.19,0,0,1,1,4,2,11,1791.42,1791.42,748.5,1306,50509.75,34888.56,85398.31,1122.44,775.3,295.81,41,36,6045.53
Ingerstojberg,138951,0.76,3.06,105629.34,98,3,0.58,14,14.3,95,2058.57,2104.87,100.23,0.08,2.61,0.73,3649.33,0.01,0,1077.85,0.14,72,9,0,0,8,0.11,1,1,1,12,6,1,37,1981.29,1981.29,1315.16,2866,141181.36,216452.86,357634.32,1735.06,3378.69,163.05,256,166,9822.41
ObsidianYggy,83789,1.79,9.52,31040.26,21,2,0.09,14,66.7,19,1801.92,1778.96,173.75,0.14,1.81,1.62,5351.21,0.19,0,1478.11,0.67,34,3,0,0,3,0.09,0,4,10,32,4,1,6,1979.6,1979.6,1573.51,2647,39896.19,72479.2,112375.39,1993.02,3721.23,191.37,38,78,3648.76
jajaTomato,135166,1.33,0,17974.78,24,0,0,2,8.3,24,1333.99,1302.18,153.99,0.25,1.08,1.33,1318.15,0,0,748.95,0.08,32,4,0,0,6,0.19,0,0,0,3,5,2,11,1896.74,1896.74,748.95,1098,23110.23,8525.43,31635.66,962.93,355.23,285.73,26,26,3695.87
DupAmar,20124,1.02,0,84971.94,124,0,0,10,8.1,124,1606.87,1599.66,128.52,0.31,0.98,1.02,1597.67,0.02,0.01,685.26,0.08,127,3,1,1,38,0.3,0,3,5,36,10,2,26,2173.06,2173.06,678.02,2303,119137.24,78974.48,198111.68,1037.92,468.17,320.8,121,106,15936.46
Sebstar,202363,1,0,41287.55,38,0,0,6,15.8,38,1659.59,1682.99,142.57,0.16,0.79,1,4233.88,0.08,0,1086.51,0.16,38,4,0,0,6,0.16,1,3,0,4,7,1,17,1964.76,1964.76,1086.51,1385,78434.23,82453.21,160887.4,2064.06,2169.82,790.71,30,50,5417.48
Javaman112,143051,0.71,0,27575.23,31,0,0,4,12.9,31,1383.94,1384.38,80.3,0.23,0.52,0.71,2242.66,0,0,889.52,0.13,22,0,0,0,7,0.32,0,0,0,3,4,2,14,1687.32,1687.32,889.52,1160,49888.44,19634.03,69522.47,1609.3,633.36,171.31,16,24,2489.17
Tidselholdt,34711,2.81,4.55,16572.42,22,1,0.33,1,4.5,21,1370.91,1381.48,275.57,0.73,1.27,2.68,3278.95,0.05,0,753.29,0.05,59,1,0,0,16,0.27,0,1,12,12,16,3,15,1770.71,1770.71,795.89,3184,30404.9,41731.91,72136.82,1462.18,2325.86,182.31,28,26,6062.47
Thomasbuilder00,75902,1.74,0,31503.85,47,0,0,4,8.5,47,1497.33,1541.9,208.91,0.43,1,1.74,1507.5,0,0,670.29,0.09,82,4,0,0,20,0.24,0,0,12,12,11,2,12,1765.28,1765.28,670.29,1213,54177.42,16675.13,70852.55,1152.71,354.79,455.48,47,37,9818.9
Dokik100,39716,1.33,1.56,47055.61,64,1,0.2,5,7.8,63,1725.52,1731.5,159.15,0.25,1.17,1.31,2035.97,0.05,0.02,735.24,0.08,84,6,1,1,16,0.19,0,3,7,7,10,1,17,2019.13,2019.13,735.24,1411,75918.31,54383.57,130301.9,1186.22,849.74,217.68,75,56,10185.87
Ma_Wo,78416,0.9,0.88,141829.8,228,2,0.1,20,8.8,226,1840.58,1843.57,115.2,0.19,0.53,0.89,1620.38,0.01,0,622.06,0.09,203,14,0,0,44,0.22,1,3,1,11,8,2,37,2176.07,2176.07,622.06,1520,205568.5,163879.1,369447.7,901.62,718.77,352.09,121,165,26266.62
Failship,169461,1.78,3.92,67578.62,51,2,0.07,22,43.1,49,1964.28,1912,193.61,0.27,3.1,1.71,4124.86,0.02,0,1325.07,0.43,87,8,0,0,14,0.16,0,1,5,5,8,2,25,1959.62,1959.62,1527.54,4103,91944.75,118422.96,210367.69,2070.26,2253.66,345.43,158,132,9874.07
Korochun,208754,0.98,0,80515.37,84,0,0,9,10.7,84,1997.37,1971.68,126.84,0.21,0.81,0.98,3068.32,0,0.01,958.52,0.11,82,4,1,1,18,0.22,1,0,9,15,6,3,19,1820.01,1820.01,958.52,1655,127004.1,130735.1,257739.3,1511.95,1556.37,300.06,68,118,10654.41
Oktim,103943,1.25,0,13120.14,12,0,0,3,25,12,1401.15,1421.93,137,0.42,0.92,1.25,2648.87,0,0,1093.34,0.25,15,1,0,0,5,0.33,0,0,6,8,6,2,7,1923.91,1923.91,1093.34,1170,26136.48,5650,31786.48,2178.04,470.83,214.96,11,13,1644.06
cowtricks,27487,1.67,0,4357.46,3,0,0,1,33.3,3,1264.21,1209.23,168.72,1,1.67,1.67,2942.98,0,0,1452.49,0.33,5,0,0,0,3,0.6,0,0,5,5,5,1,2,1748.72,1748.72,1452.49,1056,8828.94,0,8828.94,2942.98,0,130.11,5,2,506.17
MysteryGamerNL,16497,1.93,1.75,54511.99,57,1,0.03,12,21.1,56,1948.14,1964.17,211.24,0.53,1.09,1.89,2741.63,0.05,0,956.35,0.21,108,4,0,0,30,0.28,0,3,29,47,10,9,24,1955.43,1955.43,1512.56,3686,78487.29,77785.75,156273.08,2020.73,4683.1,210.85,62,78,12040.82
FreakySoBad,171235,1,0,4780.21,6,0,0,1,16.7,6,1227.17,1213.95,134.42,0.17,1.5,1,1749.19,0,0,796.7,0.17,6,1,0,0,1,0.17,0,0,3,3,3,1,4,1776.28,1776.28,796.7,1019,8440.78,2054.33,10495.12,1406.8,342.39,140.71,9,6,806.53
MicroBrewSki,133589,0.79,2.41,72108.99,83,2,0.15,13,15.7,81,1769.98,1874.86,100.25,0.16,0.86,0.77,2985.57,0,0.01,868.78,0.16,64,4,1,1,13,0.2,0,0,0,0,9,2,17,1997.44,1997.44,868.78,1472,99875.31,147927,247802.3,1203.32,1782.25,231.98,71,102,8320.9
Tody,201768,1.13,0.66,102882.27,152,1,0.03,15,9.9,151,2031.47,2060.17,142.33,0.28,1.39,1.12,1623.96,0,0.01,676.86,0.1,171,9,1,1,42,0.25,0,0,6,18,8,6,36,2111.46,2111.46,680.65,3839,143357.28,103485.04,246842.31,919.22,551.95,293.34,211,110,21634.67
Mrhappy15,108104,1.38,0,14321.66,13,0,0,4,30.8,13,1435.05,1431.87,170.28,0.38,0.62,1.38,4093.45,0,0,1101.67,0.31,18,2,0,0,5,0.28,0,0,3,16,5,1,8,2175.71,2175.71,1101.67,1198,23854.24,29360.64,53214.88,1834.94,2258.51,253.07,8,16,2213.58
Seizon,170149,0.99,0.78,93110.01,129,1,0.01,17,13.2,128,1851.24,1872.85,120.2,0.12,1.39,0.98,1378.89,0.02,0.01,721.78,0.13,127,6,1,1,15,0.12,2,2,15,17,7,2,28,2118.3,2118.3,893.41,4537,96728.47,81148.75,177877.19,688.27,654.64,273.22,179,111,15505.22
El_Fridgeo,65431,1.21,1.85,42350.64,54,1,0.07,7,13,53,1595.83,1617.52,145.38,0.22,1.09,1.19,2277.2,0,0,784.27,0.13,64,8,0,0,12,0.19,1,0,2,9,5,2,16,1953.43,1953.43,541.19,2304,55826.63,67142.41,122969.02,612.66,645.6,261.62,59,63,7850.43
xDeadlyGhostx,47021,2.33,6.9,30985.05,29,2,0.29,7,24.1,27,1823.86,1841.93,215.26,0.69,2.28,2.17,2693.55,0.07,0,1068.45,0.24,63,2,0,0,20,0.32,0,2,0,0,7,6,13,2122.39,2122.39,1068.45,1514,46842.49,31270.54,78113.03,1615.26,1078.29,224.6,66,82,6242.47
Resulter,131462,0.63,0,57499.78,71,0,0,7,9.9,71,1451.7,1522.54,91.45,0.2,0.79,0.63,2466.44,0,0.01,809.86,0.1,45,9,1,1,14,0.31,0,0,2,2,6,4,23,1841.05,1841.05,897.18,2236,100290.46,74826.39,175116.9,1835.67,944.46,59.82,56,22,6493.11
morpis,137511,0.96,0,49901.48,55,0,0,7,12.7,55,1639.74,1651.1,124.14,0.16,1.62,0.96,3173.38,0.02,0,907.3,0.13,53,2,0,0,9,0.17,1,1,2,13,8,1,19,1865.18,1865.18,858.98,2390,75164.05,99371.77,174535.85,1089.57,1936.16,431.66,89,111,6827.56
Dogtag19,54023,1.67,4.26,44071.38,47,2,0.07,9,19.1,45,1930.55,1954.55,202.23,0.47,0.53,1.6,1918.51,0.04,0.02,937.69,0.19,75,5,1,1,22,0.29,0,2,5,29,7,2,21,1927.38,1927.38,506.29,3556,60749.73,29420.41,90170.14,609.35,222.88,310.16,25,67,9504.67
SilkyBathrobe,46140,1.4,1.82,60944.3,110,2,0.4,6,5.5,108,1512.96,1521.19,168.35,0.34,1.04,1.37,1346.06,0.01,0.01,554.04,0.05,151,9,1,1,37,0.25,0,1,14,27,7,3,32,1987.68,1987.68,532.44,3302,74180.32,73886.76,148067.13,738.67,518.45,259.75,114,75,18518.47
Ma-hwa,99768,1.02,0.7,218815.9,284,2,0.06,36,12.7,282,2519.86,2565.66,126.83,0.34,1.26,1.01,2822.68,0.04,0,770.48,0.13,288,33,0,0,97,0.34,3,12,7,41,7,4,37,1997.8,1997.8,770.48,2084,308307,493334.3,801641.3,1085.59,1737.09,241.92,358,271,36019.04
Stenkey,107584,2.56,10,9687.8,10,1,0.33,3,30,9,1424.09,1407.8,254.27,0.1,2,2.3,2266.26,0,0,968.78,0.3,23,1,0,0,1,0.04,0,0,3,3,9,1,5,1890.23,1890.23,968.78,1175,15348.02,7314.61,22662.63,1534.8,731.46,167.26,20,22,2542.7
AZSLIMJIM,214089,1.91,0,14034.14,11,0,0,4,36.4,11,1473.78,1460.63,210.03,0.27,2.82,1.91,3349.99,0,0,1275.83,0.36,21,1,0,0,3,0.14,0,0,1,1,6,2,7,1835.4,1835.4,1275.83,1222,21370.69,15479.17,36849.86,1942.79,1407.2,129.32,31,20,2310.35
Taurus-Gemini,87036,0.33,0,8356.82,6,0,0,1,16.7,6,1295.62,1317.88,62.47,0,1.17,0.33,5544.46,0,0,1392.8,0.17,2,1,0,0,0,0,0,0,0,0,2,1,4,1971.67,1971.67,1392.8,1091,9165.01,24101.72,33266.73,1527.5,4016.95,142.44,7,8,374.84
SNaPSHoT,151880,0.6,0,5844.65,5,0,0,2,40,5,1284.2,1229.09,78.05,0,2.6,0.6,1257.39,0,0,1168.93,0.4,3,0,0,0,0,0,0,0,1,1,1,1,3,1845.42,1845.42,1168.93,1078,6286.96,0,6286.96,1257.39,0,82.7,13,5,390.24
YiinG,162210,1.54,2.38,42720.99,42,1,0.12,4,9.5,41,1754.33,1736.3,171.07,0.29,1.9,1.5,2069.73,0.05,0,1017.17,0.1,63,3,0,0,12,0.19,0,2,9,14,7,2,27,1859.2,1859.2,569.87,2447,47955.01,38973.62,86928.63,591.25,475.29,268.21,80,77,7184.9
COLDZEIRA,67708,1.8,0,38223.84,44,0,0,7,15.9,44,1401,1506.02,240.95,0.5,1.32,1.8,2317.41,0.09,0.02,868.72,0.16,79,5,1,1,22,0.28,1,4,3,5,7,2,21,1980.56,1980.56,946.41,2252,58024.44,43941.56,101966,1388.87,1229.52,485.12,58,61,10601.95
PvtSopa,172754,0.68,1.64,56787.98,61,1,0.05,10,16.4,60,1645.47,1768.39,94.46,0.05,1.26,0.67,2303.64,0,0,930.95,0.16,41,5,0,0,3,0.07,0,0,2,2,5,2,20,1922.65,1922.65,717.28,2350,64502.96,76019.26,140522.23,548.24,644.23,180.17,77,27,5762.16
B1eeL,171753,0.98,1.23,299477.22,326,4,0.1,39,12,322,1814.2,1894.71,118.36,0.23,1.16,0.97,2311.83,0.02,0,918.64,0.12,316,13,1,1,76,0.24,0,7,10,10,9,4,49,2034.17,2034.17,999.66,3985,432716.94,320940.18,753657.03,1415.93,1299.92,340.18,379,223,38583.96
Fernalisms,140113,2.25,0,22835.07,24,0,0,2,8.3,24,1625.36,1625.36,265.37,0.38,1.46,2.25,1772.45,0.08,0.04,951.46,0.08,54,2,1,1,9,0.17,0,2,0,0,9,2,17,1765.86,1765.86,951.46,1323,30630.82,11907.94,42538.76,1276.28,496.16,231.65,35,29,6368.97
Aaron,118181,3.22,5.26,30970.2,38,2,0.31,6,15.8,36,1726.99,1742.61,324.68,0.68,1.61,3.05,2236.06,0,0,815.01,0.16,116,2,0,0,26,0.22,0,0,29,29,14,2,20,1920.04,1920.04,1034.13,4567,57794.67,27175.79,84970.46,2535.36,352.56,213.83,61,92,12337.89
Destootoo,146957,0.7,0.79,110065.9,126,1,0.08,13,10.3,125,1833.35,1849.09,101.26,0.13,1.18,0.7,2385.64,0.02,0,873.54,0.1,88,6,0,0,16,0.18,0,2,2,15,6,1,27,2181.17,2181.17,873.54,1526,156551.2,144039.6,300590.8,1242.47,1143.17,496.7,149,143,12758.67
flowerbud,126366,0.5,0,37514.8,48,0,0,4,8.3,48,1457.35,1462.19,62.17,0.02,2.06,0.5,2777.6,0.02,0,781.56,0.08,24,1,0,0,1,0.04,0,1,1,1,4,1,15,1830.32,1830.32,781.56,1228,51688.71,81635.95,133324.7,1076.85,1700.75,167.71,99,37,2984.29
LeronBaron,147309,2.19,5.88,18959.28,17,1,0.17,5,29.4,16,1451.8,1437.03,238.03,0.41,3,2.06,3491.51,0.06,0,1115.25,0.29,35,0,0,0,7,0.2,1,1,2,12,8,2,11,1933.56,1933.56,1024.16,3376,40011.29,19344.41,59355.69,2047.83,1022.92,353.8,51,42,4046.52
Xavviiiiaan88,92458,1.89,2.7,33556.83,37,1,0.14,7,18.9,36,1650.89,1698.1,224.17,0.41,1.49,1.84,2408.54,0,0,906.94,0.19,68,2,0,0,15,0.22,0,0,0,3,10,5,9,1976.83,1976.83,906.94,1363,57710.79,31405.1,89115.89,1559.75,848.79,261.8,55,69,8294.28
Neiplisch,179058,0.81,0,47588.78,58,0,0,5,8.6,58,1630.77,1647.61,113.37,0.19,1.19,0.81,1508.04,0,0,820.5,0.09,47,1,0,0,11,0.23,0,0,1,21,7,2,8,1986.52,1986.52,820.5,1362,68857.34,18608.74,87466.08,1187.2,320.84,169.05,69,33,6575.53
Zorres,201846,1.95,17.39,28742.63,23,4,0.57,7,30.4,19,1963.09,1943.66,175.66,0.3,1.52,1.61,3027.81,0,0,1249.68,0.3,37,3,0,0,7,0.19,0,0,1,1,5,1,10,2175.93,2175.93,1249.68,1657,40994.07,28645.62,69639.69,1782.35,1245.46,216.54,35,48,4040.18
Krayziesoldier,108351,0.97,0,49978.75,61,0,0,5,8.2,61,1643.34,1663.78,125.92,0.2,1.13,0.97,1419.93,0,0,819.32,0.08,59,2,0,0,12,0.2,0,0,0,2,6,1,20,1827.02,1827.02,819.32,1353,71600.77,15015.18,86615.95,1173.78,246.15,162.19,69,32,7680.92
Speedygonzales,102648,1.55,0,33542.14,29,0,0,8,27.6,29,1616.98,1635.38,195.74,0.34,1.66,1.55,4208.89,0.07,0,1156.63,0.28,45,6,0,0,10,0.22,0,2,21,30,5,2,15,1890.26,1890.26,1315.38,2359,49292.27,72765.44,122057.73,2333.89,2271.44,308.17,48,41,5676.35
CindeR,187042,3.57,0,6389.82,7,0,0,0,0,7,1304.63,1250.24,382.28,1,0.86,3.57,2430.05,0,0,912.83,0,25,0,0,0,7,0.28,0,0,9,9,9,1,3,1616.49,1616.49,912.83,1054,13103.95,3906.37,17010.32,1871.99,558.05,385.77,6,13,2675.96
Retsy,201441,0.26,0,17029.73,19,0,0,2,10.5,19,1249.67,1250.34,41.54,0.16,0.68,0.26,1712.03,0,0,896.3,0.11,5,0,0,0,3,0.6,0,0,0,0,2,1,11,1697.64,1697.64,808.25,2052,27067.54,5461.04,32528.59,1068.63,151.7,32.9,13,18,789.2
nonmedicinal,155768,7,50,3337.63,2,1,1,1,50,1,1360.98,1222.71,308.62,0.5,7,3.5,3901.25,0,0,1668.81,0.5,7,0,0,0,1,0.14,0,0,5,5,5,1,2,1919.42,1919.42,1668.81,1133,5168.93,2633.56,7802.49,2584.46,1316.78,55.19,14,4,617.24
Heksefingre,148613,3.25,11.11,11119.03,9,1,0.33,3,33.3,8,1524.6,1536.37,311.92,0.44,3.89,2.89,2904.56,0,0,1235.45,0.33,26,1,0,0,4,0.15,1,0,12,25,8,2,4,1955.48,1955.48,1235.45,1262,15723.93,10417.14,26141.07,1747.1,1157.46,274.04,35,21,2807.26
MrStyle,206953,1.01,0,130355.51,152,0,0,14,9.2,152,1784.47,1823.42,132.88,0.22,1.53,1.01,2460.92,0.05,0.01,857.6,0.09,154,17,1,1,33,0.21,1,7,3,25,7,2,56,1996.79,1996.79,884.26,2872,212863.91,161195.75,374059.7,1465.13,1083.65,308.34,232,165,20198.26
Denethor,204715,1.45,1.33,47198.02,75,1,0.12,8,10.7,74,1736.73,1745.6,176.35,0.37,1.04,1.43,2055.07,0.03,0,629.31,0.11,107,10,0,0,28,0.26,0,2,1,1,7,3,26,1895.02,1895.02,629.31,1422,72590.85,81539.09,154129.9,967.88,1087.19,368.96,78,71,13226.15
HHeretic,131460,1.32,0,14519.35,22,0,0,2,9.1,22,1363.74,1340.71,170.1,0.27,1.36,1.32,1801.13,0,0,659.97,0.09,29,2,0,0,6,0.21,0,0,5,5,7,1,7,1751.57,1751.57,659.97,1111,23837.72,15787.24,39624.95,1083.53,717.6,220.47,30,16,3742.27
Hornsby15,145756,2.8,16.67,22150.75,18,3,0.58,5,27.8,15,1634.23,1534.5,253.6,0.67,0.83,2.33,3297.71,0,0,1230.6,0.28,42,2,0,0,12,0.29,0,0,9,15,9,5,7,1886.89,1886.89,1230.6,2610,38964.61,20394.19,59358.79,2164.7,1133.01,317.13,15,14,4564.85
Swagernaut777,208938,1.05,0,51423.68,64,0,0,4,6.2,64,1580.13,1577.53,121.32,0.12,0.91,1.05,2321.7,0,0,803.5,0.06,67,2,0,0,8,0.12,1,0,9,12,6,2,16,1961.37,1961.37,803.5,1285,69928.53,78660.25,148588.8,1092.63,1229.07,152.94,58,40,7764.19
HMDropbear,100790,1.78,3.92,56631.13,51,2,0.15,13,25.5,49,1743.29,1784.58,200.56,0.41,1.39,1.71,3468.48,0,0,1110.41,0.25,87,5,0,0,21,0.24,0,0,1,1,6,2,20,2175.6,2175.6,1110.41,1437,80611.66,96280.75,176892.4,1580.62,1887.86,322.35,71,133,10228.32
Renmier,22800,1.82,0,20235.45,22,0,0,5,22.7,22,1543.92,1478.66,218.3,0.41,0.23,1.82,2153.5,0,0,919.79,0.23,40,1,0,0,9,0.22,0,0,4,4,7,1,6,1878.36,1878.36,919.79,1263,28615.67,18761.32,47376.99,1300.71,852.79,249.55,5,18,4802.7
Ballistacan,73041,1.57,2.78,31337.75,36,1,0.25,4,11.1,35,1581.44,1663.11,191.95,0.28,1.61,1.53,2213.19,0,0,870.49,0.11,55,4,0,0,10,0.18,1,0,0,0,8,2,21,1952.12,1952.12,870.49,1303,42629.09,37045.76,79674.84,1184.14,1029.05,318.76,58,35,6910.12
Si4i7o,94996,0.73,0,100215.77,117,0,0,13,11.1,117,1600.91,1704.32,90.54,0.18,0.63,0.73,1392.56,0.01,0,856.55,0.11,85,6,0,0,21,0.25,0,1,4,6,7,2,25,1963.96,1963.96,881.55,2465,147321.75,15607.2,162929.01,1185.11,93.87,210.44,74,69,10593.67
douyuTV-,143746,0.66,0,61165.87,80,0,0,6,7.5,80,1462.15,1468.86,78.15,0.16,1,0.66,1336.13,0,0,764.57,0.08,53,1,0,0,13,0.25,0,0,0,22,5,1,21,1810.28,1810.28,852.54,2285,86253.29,20636.79,106890.08,1351.79,263.7,106.15,80,45,6251.84
Kaleo,204400,1.15,1.18,55859.41,85,1,0.11,9,10.6,84,1433.58,1436.42,132.91,0.27,1.31,1.14,1437.67,0.02,0,657.17,0.11,97,6,0,0,23,0.24,0,2,14,17,7,1,20,1937.55,1937.55,657.17,1174,91936.9,30265.03,122201.9,1081.61,356.06,436.81,111,60,11297.56
Bananaconda,145924,0.98,0,43153.25,52,0,0,6,11.5,52,1542.68,1531.44,122.69,0.1,1.21,0.98,2149.88,0,0.02,829.87,0.12,51,4,1,1,5,0.1,1,0,8,13,6,1,17,1963.64,1963.64,829.87,1268,57170.57,54622.88,111793.5,1099.43,1050.44,190.15,63,37,6380.02
Tucker4TW,87320,0.63,0.63,146573.8,159,1,0.06,18,11.3,158,1986.71,2014.14,77.51,0.09,1.07,0.62,2827.21,0.01,0.02,921.85,0.11,99,6,3,3,14,0.14,0,2,2,8,5,2,46,2106.75,2106.75,921.85,1653,238818,210707.6,449525.7,1502,1325.2,355.37,170,121,12324.08
BIuehole,7023,2.75,20,6486.49,5,1,1,1,20,4,1425.91,1435.41,261.21,0.6,0.4,2.2,4996.01,0,0,1297.3,0.2,11,1,0,0,3,0.27,0,0,0,0,6,1,4,1868.29,1868.29,1297.3,1188,10467.62,14512.46,24980.07,2093.52,2902.49,134.74,2,13,1306.04
Kruger,197314,8,33.33,3901.5,3,1,1,1,33.3,2,1384.49,1350.07,507.43,0.67,1.67,5.33,3319.99,0,0,1300.5,0.33,16,0,0,0,2,0.12,0,0,10,16,8,1,2,1849.25,1849.25,1300.5,1134,6943.45,3016.51,9959.96,2314.48,1005.5,147.99,5,3,1522.29
Drox,177501,1.26,0,18786.33,23,0,0,2,8.7,23,1324.75,1352.97,144.96,0.17,0.87,1.26,1877.31,0.04,0,816.8,0.09,29,2,0,0,4,0.14,0,1,6,6,6,1,14,1932.69,1932.69,816.8,1088,29623.94,13554.15,43178.09,1288,589.31,151.14,20,23,3334.18
Wander,175664,1,10,11056.76,10,1,0.5,2,20,9,1386.25,1351.46,126.66,0.3,2,0.9,4280.34,0,0,1105.68,0.2,9,1,0,0,3,0.33,0,0,3,3,3,1,5,1803.47,1803.47,1105.68,1168,16052.68,26750.68,42803.36,1605.27,2675.07,113.54,20,13,1266.58
KeenansMum,62039,0.97,0.38,140226.3,264,1,0.11,9,3.4,263,1219.49,1453.2,110.83,0.19,0.99,0.97,697.39,0,0,531.16,0.03,255,18,1,1,50,0.2,1,0,34,34,8,2,23,1943.6,1943.6,531.16,965,125241.1,58870.23,184111.3,474.4,222.99,239.85,261,112,29258.22
TheCameraman,59221,0.85,0,12716.59,13,0,0,0,0,13,1275.87,1307.21,112.02,0.08,1,0.85,2400.08,0,0,978.2,0,11,0,0,0,1,0.09,0,0,0,0,4,1,7,1599.48,1599.48,978.2,1062,20068.35,11132.72,31201.07,1543.72,856.36,115.49,13,11,1456.28
b000n,54821,1.13,0,46076.65,54,0,0,6,11.1,54,1682.87,1682.26,126.93,0.09,1.35,1.13,2325.63,0,0.02,853.27,0.11,61,0,1,1,5,0.08,0,0,2,9,6,2,20,1806.23,1806.23,711.77,2386,79516.85,46067.06,125583.96,1360.66,442.95,160.13,73,48,6854.15
