PlayerName,TrackerID,KillDeathRatio,WinRatio,TimeSurvived,RoundsPlayed,Wins,WinTop10Ratio,Top10s,Top10Ratio,Losses,Rating,BestRating,DamagePg,HeadshotKillsPg,HealsPg,KillsPg,MoveDistancePg,RoadKillsPg,TeamKillsPg,TimeSurvivedPg,Top10sPg,Kills,Assists,Suicides,TeamKills,HeadshotKills,HeadshotKillRatio,VehicleDestroys,RoadKills,DailyKills,WeeklyKills,RoundMostKills,MaxKillStreaks,Days,LongestTimeSurvived,MostSurvivalTime,AvgSurvivalTime,WinPoints,WalkDistance,RideDistance,MoveDistance,AvgWalkDistance,AvgRideDistance,LongestKill,Heals,Boosts,DamageDealt
hectorjelly,181847,0.52,0.59,259272.77,337,2,0.05,40,11.9,335,1681.33,1720.98,66.02,0.08,0.75,0.52,2837.18,0.02,0.01,769.36,0.12,175,11,3,3,26,0.15,0,8,8,53,5,2,57,2076.84,2076.84,762.62,4777,403862.06,552268.05,956130.13,1168.66,1371.91,227.74,252,286,22249.58
Kaiju,199563,0.67,0,1607.88,3,0,0,0,0,3,1191.66,1208.64,101.4,0,2,0.67,1124.86,0,0,535.96,0,2,0,0,0,0,0,0,0,0,2,2,1,2,855.93,855.93,535.96,990,3374.58,0,3374.58,1124.86,0,24.4,6,2,304.19
Turbomoose,31857,1.08,0,9567.86,12,0,0,1,8.3,12,1327.8,1304.84,127.46,0.42,0.75,1.08,2277.97,0.17,0,797.32,0.08,13,1,0,0,5,0.38,0,2,2,2,6,2,5,1610.56,1610.56,797.32,1094,13146.27,14189.36,27335.63,1095.52,1182.45,224.91,9,7,1529.53
MistahSinista,43626,1.47,3.88,101113.66,129,5,0.28,13,10.1,124,1971.75,1965.96,174.71,0.27,1.53,1.41,1998.15,0.01,0.02,783.83,0.1,182,3,3,3,35,0.19,0,1,13,43,9,2,43,1977.09,1977.09,776.61,2992,148396.74,109364.73,257761.4,1141.63,839.22,260.85,198,102,22537
Slyker,194715,2.54,2.78,32376.96,36,1,0.06,9,25,35,1907.71,1921.88,249.37,0.56,1.44,2.47,2398.36,0,0.03,899.36,0.25,89,6,1,1,20,0.22,2,0,4,18,9,2,19,2003.18,2003.18,1313.74,2618,51714.56,34626.46,86341.04,2000.97,1656.35,186.61,52,54,8977.16
Jadesama,221469,0.52,0,28389.82,31,0,0,2,6.5,31,1392.45,1387.03,50.89,0.06,0.71,0.52,2040.16,0.03,0,915.8,0.06,16,2,0,0,2,0.12,0,1,1,1,6,1,20,1757.62,1757.62,927.71,2172,36454.21,26790.64,63244.86,982.55,2571.9,123.32,22,8,1577.74
Juicy,45263,1.58,2.7,21791.16,37,1,0.33,3,8.1,36,1499.56,1514.28,164.88,0.27,1.62,1.54,1544.32,0.05,0,588.95,0.08,57,2,0,0,10,0.18,0,2,1,2,9,2,15,1904.24,1904.24,588.95,1214,28907.27,28232.63,57139.9,781.28,763.04,495.38,60,31,6100.5
Swali,83915,2.13,0,33871.59,38,0,0,4,10.5,38,1692.6,1692.6,228.36,0.32,1.05,2.13,2546.2,0.03,0,891.36,0.11,81,1,0,0,12,0.15,0,1,9,19,7,2,18,1858.81,1858.81,947.74,2458,59216.17,37539.47,96755.64,1606.72,762.86,235.66,40,68,8677.78
rohac,220060,1.07,0,67103.7,74,0,0,7,9.5,74,1722.94,1691.58,127.93,0.41,1.92,1.07,2373.7,0.08,0,906.81,0.09,79,7,0,0,30,0.38,0,6,2,6,4,2,19,2176.96,2176.96,860.02,2470,106357.34,69296.12,175653.46,1503.69,652.53,313.68,142,58,9467.15
DuckDuckStop,16686,1.42,3.45,94663.51,116,4,0.39,18,15.5,112,2215.13,2238.33,168.54,0.29,0.95,1.37,2739.81,0,0,816.06,0.16,159,9,0,0,34,0.21,1,0,20,24,7,2,37,2176.34,2176.34,792.95,3952,163071.87,154745.77,317817.74,1492.85,1229.52,399.21,110,201,19550.53
wyker,8647,1.08,0,99658.15,123,0,0,20,16.3,123,2063.55,2084.42,131.39,0.13,1.03,1.08,2847.99,0.03,0.01,810.23,0.16,133,8,1,1,16,0.12,0,4,10,12,6,2,35,1972.51,1972.51,670.66,3708,128437.26,221865.24,350302.5,859.97,1392.67,246.75,127,120,16160.94
HADZIK,168890,2.07,6.25,19772.89,16,1,0.5,2,12.5,15,1642.17,1504.58,213.75,0.81,2.31,1.94,5238.5,0,0,1235.81,0.12,31,4,0,0,13,0.42,1,0,3,11,10,2,12,1885.72,1885.72,1235.8,1377,30680.33,53135.7,83816.03,1917.52,3320.98,231.51,37,21,3420.06
Kennedy,196411,1.79,0,11019.68,14,0,0,1,7.1,14,1360.81,1363.58,200.46,0.43,1.57,1.79,1970.95,0.07,0,787.12,0.07,25,2,0,0,6,0.24,0,1,0,9,8,1,8,1972.63,1972.63,787.12,1100,12605.7,14987.67,27593.36,900.41,1070.55,171.47,22,17,2806.49
attorney,116489,1.38,0,51174.31,56,0,0,3,5.4,56,1782.01,1752.15,172.35,0.27,1.25,1.38,3009.09,0.02,0,913.83,0.05,77,1,0,0,15,0.19,0,1,4,4,6,2,21,1769.18,1769.18,913.83,1456,79458.12,89050.8,168508.9,1418.9,1590.19,323.47,70,80,9651.78
Daekin,90815,1.38,1.39,55736.37,72,1,0.12,5,6.9,71,1522.88,1496.68,160.85,0.26,1.83,1.36,1979.21,0.04,0,774.12,0.07,98,6,0,0,19,0.19,0,3,18,32,8,2,23,1966.36,1966.36,717.65,4449,76565.02,65938.04,142503.06,980.64,810.94,336.54,132,71,11580.85
Gobbles_,86812,1.03,0,49645.21,66,0,0,3,4.5,66,1489.59,1499.72,129.68,0.21,1.15,1.03,1655.59,0,0,752.2,0.05,68,6,0,0,14,0.21,0,0,1,15,5,4,30,1741.88,1741.88,904.94,2301,71629.51,37639.52,109269.03,1346.7,595.33,244.38,76,19,8558.86
JDK1,10218,1,0,1592.09,1,0,0,0,0,1,1231.07,1200,144.13,0,4,1,4006.26,0,0,1592.09,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1592.09,1592.09,1592.09,1026,3679.23,327.03,4006.26,3679.23,327.03,105.14,4,6,144.13
Vergiliuz,163830,0.85,0,108833,149,0,0,12,8.1,149,1762.22,1797.1,105.5,0.11,1,0.85,2020.03,0.02,0,730.42,0.08,127,8,0,0,16,0.13,0,3,1,1,6,2,24,1937.77,1937.77,730.42,1458,158484.9,142500.2,300985,1063.66,956.38,317.76,149,124,15719.5
Lapilala,34192,5.75,11.11,16490.15,18,2,0.25,5,27.8,16,1707.37,1728.94,564.32,1.39,1.39,5.11,2877.55,0,0,916.12,0.28,92,2,0,0,25,0.27,0,0,22,60,24,2,7,2025.41,2025.41,890.63,2445,29842.7,21953.13,51795.82,1608.39,1109.91,404.6,25,39,10157.67
Castor,37318,1.05,0,48674.68,62,0,0,6,9.7,62,1585.54,1543.08,125.5,0.13,0.68,1.05,1802.64,0.02,0,785.08,0.1,65,3,0,0,8,0.12,0,1,3,6,4,2,23,1902.59,1902.59,799.42,2340,69255.88,42507.81,111763.7,1185.39,870.26,201.49,42,34,7780.8
HKols,72059,2,4.17,41802.91,48,2,0.33,6,12.5,46,2056.77,2028.73,223.13,0.67,1.17,1.92,3054.21,0.02,0.02,870.89,0.12,92,4,1,1,32,0.35,0,1,2,2,8,3,20,1957.92,1957.92,870.89,1692,71960.8,74641.38,146602.2,1499.18,1555.03,325.3,56,47,10710.29
Juryous,134311,0.83,0,91128.77,106,0,0,12,11.3,106,2001.05,2033.76,105.1,0.15,1.58,0.83,2579.42,0.02,0.02,859.71,0.11,88,6,2,2,16,0.18,0,2,0,0,5,1,27,2074.29,2074.29,859.71,1668,153498.9,119919.2,273418.1,1448.1,1131.31,262.88,167,99,11140.73
LeoWurf,107036,2.6,7.41,31874.49,27,2,0.29,7,25.9,25,1968.76,1838.11,256.37,0.63,2.7,2.41,4162.87,0,0,1180.54,0.26,65,2,0,0,17,0.26,0,0,5,20,9,2,15,1886.51,1886.51,1180.54,1637,58470.55,53926.93,112397.5,2165.58,1997.29,386.57,73,116,6921.87
TheHiveMind9,160491,0.6,0.81,178141.2,246,2,0.09,22,8.9,244,1761.63,1784.81,75.22,0.15,0.47,0.59,1907.64,0.02,0,724.15,0.09,146,10,1,1,38,0.26,2,4,1,6,5,5,47,2011.38,2011.38,724.15,1467,244762.8,224516.5,469279.3,994.97,912.67,326.47,116,213,18504.72
nea_sorin,179896,0.78,0.88,105735.9,114,1,0.04,14,12.3,113,1828.32,1830,95.73,0.09,1.85,0.77,2721.65,0.01,0,927.51,0.12,88,3,0,0,10,0.11,0,1,4,6,6,3,38,1792.12,1792.12,1061.13,2546,142408.22,167860.4,310268.62,1779.36,1483.55,386.42,211,152,10912.71
MalalaYousafzai,177451,0.65,0,140895.64,177,0,0,17,9.6,177,1677.18,1685.86,82.78,0.11,0.63,0.65,1845.14,0.02,0.01,796.02,0.1,115,6,1,1,19,0.17,1,3,4,6,5,2,28,1953.46,1953.46,794.53,3585,200459.34,126129.8,326589.14,1169.43,730.93,353.89,112,174,14651.56
ei8htyei8ht,127052,1.11,0,41851.58,38,0,0,8,21.1,38,1430.16,1414.67,126.59,0.18,1.11,1.11,2566.09,0,0,1101.36,0.21,42,0,0,0,7,0.17,0,0,7,15,4,1,29,1770.94,1770.94,1120.43,5546,55715.61,41795.79,97511.41,1355.2,1128.72,106.11,42,40,4810.55
r4pID,82269,1.51,3.96,93077.58,101,4,0.25,18,17.8,97,1999.37,1982.51,172.46,0.22,1.37,1.45,2378.76,0.03,0.02,921.56,0.18,146,6,2,2,22,0.15,0,3,1,11,10,3,25,1984.96,1984.96,942.81,3001,144790.65,95463.9,240254.58,1441.75,867.19,280.28,138,93,17418.86
Sockerkorn,137135,1.89,0,11014.06,9,0,0,3,33.3,9,1381.42,1362.91,200.27,0.22,0.89,1.89,3235.57,0,0,1223.78,0.33,17,0,0,0,2,0.12,0,0,1,1,4,1,6,1889.81,1889.81,1223.79,1144,15903.9,13216.25,29120.15,1767.1,1468.47,166.66,8,5,1802.43
Abe15,221090,1.47,0.66,94711.23,151,1,0.05,20,13.2,150,2067.75,2121.96,185.74,0.28,1.39,1.46,1323.42,0,0,627.23,0.13,220,22,0,0,42,0.19,1,0,4,49,14,2,27,1962.56,1962.56,627.23,1680,130602.1,69233.66,199835.7,864.91,458.5,650.25,210,127,28046.87
Kawaiiko,208566,0.87,2.5,40599.74,40,1,0.17,6,15,39,1724.64,1757.81,103.09,0.08,1.85,0.85,2933.01,0.02,0.02,1014.99,0.15,34,3,1,1,3,0.09,1,1,2,2,5,2,17,1986.69,1986.69,1014.99,1446,57734.77,59585.61,117320.4,1443.37,1489.64,179.76,74,30,4123.59
Statuswoah,192578,2.43,0,24972.03,30,0,0,5,16.7,30,1675.55,1630.81,264.26,0.47,2.23,2.43,2460.18,0,0,832.4,0.17,73,3,0,0,14,0.19,0,0,2,2,11,2,16,1885.5,1885.5,832.4,1352,47342.13,26463.34,73805.47,1578.07,882.11,213.9,67,45,7927.78
Darkness06,9642,1.5,1.89,33614.78,53,1,0.25,4,7.5,52,1570.56,1560.35,181.85,0.51,0.83,1.47,1847.13,0,0.02,634.24,0.08,78,0,1,1,27,0.35,1,0,0,8,8,2,21,1927.8,1927.8,634.24,1271,54994.68,42903.11,97897.8,1037.64,809.49,323.03,44,32,9638.03
ElyP,154131,1.44,2.02,79876.93,99,2,0.1,12,12.1,97,1979.41,1986.17,161.08,0.26,1.3,1.41,1870.61,0,0.02,806.84,0.12,140,6,2,2,26,0.19,0,0,9,24,8,2,34,1967.03,1967.03,998.13,2798,132195.03,52995.74,185190.81,1596.16,493.85,280.09,129,119,15947.22
HJ1554,176572,1.13,0,48462.8,54,0,0,7,13,54,1650.5,1653.81,133.5,0.22,1.8,1.13,2472.27,0.02,0.04,897.46,0.13,61,1,2,2,12,0.2,0,1,1,1,6,2,10,1777.68,1777.68,897.46,1361,77820.48,55681.91,133502.4,1441.12,1031.15,386.55,97,51,7209.15
Fm0HR,80482,2.02,2.22,37765.22,45,1,0.11,7,15.6,44,1555.63,1561.6,231.65,0.53,1.07,1.98,2160.03,0,0,839.23,0.16,89,6,0,0,24,0.27,0,0,6,8,7,2,20,1878.02,1878.02,806.06,3517,69039.2,28162.04,97201.24,1505.58,545.17,279.14,48,53,10424.19
ProjectChaos,175112,1.7,0,25266.21,30,0,0,6,20,30,1557.66,1519.04,195.65,0.23,1.13,1.7,2316.39,0,0.03,842.21,0.2,51,0,1,1,7,0.14,0,0,5,5,8,1,10,1862.13,1862.13,842.21,1272,35680.56,33811.24,69491.8,1189.35,1127.04,222.57,34,23,5869.41
mateito,42692,1.17,3.23,28454.4,31,1,0.14,7,22.6,30,1602.21,1563.75,147.2,0.16,0.74,1.13,2222.01,0.03,0,917.88,0.23,35,3,0,0,5,0.14,0,1,2,2,4,1,14,2183.14,2183.14,917.88,1339,41591.34,27291.08,68882.42,1341.66,880.36,314.64,23,24,4563.16
LolaHD_,219173,0.96,0,21123.14,24,0,0,2,8.3,24,1390.88,1365.11,116.49,0.29,1.67,0.96,1949.37,0.04,0.04,880.13,0.08,23,3,1,1,7,0.3,0,1,0,5,6,2,11,1789.25,1789.25,821.24,2181,34995.07,11789.74,46784.82,1186.7,404.92,134.06,40,18,2795.64
ilaa70,154065,1.44,3.28,67244.21,61,2,0.18,11,18,59,2223.15,2216.77,161.56,0.26,1.59,1.39,3182.62,0,0.02,1102.36,0.18,85,5,1,1,16,0.19,1,0,2,7,9,2,20,2056.03,2056.03,1102.36,1849,136139.8,58000.12,194139.9,2231.8,950.82,315.11,97,83,9855.18
OhLongJohnson,65215,4.53,13.64,22546.2,22,3,0.38,8,36.4,19,2047.56,1892.29,433.38,1.23,2.45,3.91,3151.96,0,0,1024.83,0.36,86,3,0,0,27,0.31,0,0,7,32,14,2,11,1954.36,1954.36,1024.83,1669,26498.37,42844.71,69343.08,1204.47,1947.49,394.93,54,49,9534.31
4Luki,104397,1.09,0.97,81300.29,103,1,0.07,11,10.7,102,1650.05,1689.4,129.95,0.18,1.47,1.08,1881.43,0.01,0,789.32,0.11,111,4,0,0,19,0.17,1,1,6,6,8,2,46,2053.93,2053.93,1042.26,3624,112206.33,81581.39,193787.76,1717.99,1004.68,399.21,151,99,13384.97
LIQUIDXFUSION,142258,0.61,0,126980.5,169,0,0,17,10.1,169,1619.02,1665.48,82.5,0.06,1.16,0.61,1193.2,0,0,751.36,0.1,103,13,0,0,10,0.1,2,0,0,6,4,1,17,1930.68,1930.68,751.36,1348,161274.9,40375.72,201650.6,954.29,238.91,100.91,196,56,13943.34
Ribury,59341,0.99,1,82671.49,100,1,0.04,12,12,99,1892.16,1981.11,124.37,0.29,1.41,0.98,1849.06,0,0.01,826.71,0.12,98,5,1,1,29,0.3,0,0,2,2,7,2,29,1981.03,1981.03,782.98,2561,131118.12,53788.07,184906.22,1316.9,274.43,357.11,141,134,12436.81
Lohmie,53320,1.39,0,34795.31,36,0,0,6,16.7,36,1599.39,1625.82,167.93,0.31,2.06,1.39,3240.53,0.08,0.06,966.54,0.17,50,4,2,2,11,0.22,0,3,8,16,7,2,16,1850.23,1850.23,1148.54,2434,66414.62,50244.41,116659.03,2339.26,1552.48,190.09,74,62,6045.5
Afghanarandy,52311,2.44,5.26,18090.52,19,1,0.25,2,10.5,18,1509.59,1473.09,264.81,0.37,0.47,2.32,1956.47,0.05,0,952.13,0.11,44,2,0,0,7,0.16,0,1,6,6,10,2,11,1968.47,1968.47,563.94,2226,21854.69,15318.27,37172.97,645.53,425.51,229.31,9,20,5031.42
S1lentStalker,121703,1.25,2.9,99055.92,138,4,0.43,13,9.4,134,1781.19,1789.55,139.15,0.32,0.68,1.21,1459.03,0.01,0,717.8,0.09,167,6,0,0,44,0.26,1,1,7,13,9,2,36,1968.51,1968.51,918.74,2839,162109.3,39237.4,201346.69,1690.74,732.27,461.15,94,109,19203.21
Jazzew,143262,1.73,8.54,90080.94,82,7,0.13,22,26.8,75,2246.84,2246.84,168.44,0.43,1.15,1.59,3959.44,0.04,0.01,1098.55,0.27,130,6,1,1,35,0.27,0,3,9,62,8,2,33,2151.95,2151.95,1293.88,6428,136141.7,188532.14,324673.8,1828.38,2909.06,222.95,94,177,13811.98
SmartTowelRG-400,45819,1.47,1.92,36192.89,52,1,0.25,4,7.7,51,1597.94,1618.91,159.51,0.23,1.58,1.44,1654.07,0,0,696.02,0.08,75,2,0,0,12,0.16,0,0,2,8,7,2,24,2046.52,2046.52,696.02,1311,67490.46,18520.93,86011.39,1297.89,356.17,170.88,82,38,8294.71
Phailboy,78434,2.7,9.09,10326.98,11,1,0.5,2,18.2,10,1469.84,1328.44,244.66,0.45,1.73,2.45,2034.76,0,0,938.82,0.18,27,0,0,0,5,0.19,0,0,12,15,10,2,7,1979.8,1979.8,938.82,1207,18356.38,4026,22382.38,1668.76,366,187.16,19,16,2691.31
Hedde,24959,0.85,1.12,103249.6,89,1,0.02,29,32.6,88,2317,2296.31,122.98,0.16,1.36,0.84,3551.03,0.01,0,1160.11,0.33,75,4,0,0,14,0.19,0,1,3,11,6,2,33,2007.89,2007.89,1290.85,2953,181940.31,134101.7,316041.91,2622.79,761.94,222,121,91,10945.64
AndAnotherOne,20198,2.08,5.45,169102.85,165,9,0.47,36,21.8,156,2314.47,2302.12,220.97,0.48,1.75,1.96,2834.85,0.01,0,1024.87,0.22,324,14,0,0,80,0.25,1,2,23,23,11,2,35,1970.55,1970.55,1388.28,4443,215204.3,252546.86,467751.05,1643.38,2170.7,370.06,289,340,36459.85
Naga,26943,1.44,6.9,30943.71,29,2,0.29,7,24.1,27,1742.59,1725.08,134.83,0.24,2.86,1.34,3268.67,0,0,1067.02,0.24,39,2,0,0,7,0.18,0,0,8,15,7,2,11,1979.8,1979.8,1067.02,1449,52271.68,42519.7,94791.38,1802.47,1466.2,166.07,83,54,3909.98
Snuffles,186830,2,33.33,3445.69,3,1,1,1,33.3,2,1330.85,1329.73,192.18,0.67,0.67,1.33,2752.49,0,0,1148.56,0.33,4,0,0,0,2,0.5,0,0,1,1,3,1,3,1908.35,1908.35,1148.56,1120,5256.93,3000.53,8257.46,1752.31,1000.18,160.17,2,1,576.55
Slogren,210529,0.8,0.69,99848.91,144,1,0.03,16,11.1,143,1744.52,1751.25,102.03,0.07,1.55,0.8,1774.12,0,0.01,693.4,0.11,115,8,2,2,10,0.09,1,0,2,16,8,4,30,1961.96,1961.96,609.3,2442,152804.35,102668.3,255472.65,820.94,358.98,236.01,223,116,14692.8
R_Jordan73,33946,0.66,0,42649.32,58,0,0,7,12.1,58,1371.64,1359.32,75.36,0.16,0.67,0.66,2052.51,0.02,0,735.33,0.12,38,3,0,0,9,0.24,0,1,2,7,6,1,26,1966.03,1966.03,791.04,2227,56286.12,62759.39,119045.52,1247.26,1145.69,184.88,39,48,4370.79
skitch,203498,0.68,0,273003.27,339,0,0,31,9.1,339,1613.61,1643.48,90.52,0.08,0.74,0.68,2010.29,0.05,0,805.32,0.09,230,19,1,1,28,0.12,1,16,4,10,7,4,40,1960.98,1960.98,869.32,3557,361930.74,319557.46,681488.2,1189.88,1138.51,295.37,251,214,30687.13
fermuchis,149123,1.53,6.33,89185.37,79,5,0.41,21,26.6,74,2076.44,2045.85,164.41,0.35,1.25,1.43,3797.79,0.01,0,1128.93,0.27,113,6,0,0,28,0.25,0,1,13,42,7,2,36,1984.13,1984.13,1027.07,3893,135182.04,164843.16,300025.2,1525.66,2100.22,253.68,99,86,12988
Always-Behind,180304,1.86,1.87,75926.02,107,2,0.15,16,15,105,1618.59,1568.52,205.3,0.35,1.23,1.82,1787.59,0.02,0,709.59,0.15,195,9,0,0,37,0.19,1,2,11,23,11,2,32,1958.87,1958.87,755.1,4777,99068.28,92204.27,191272.58,1040.37,875.3,340.04,132,133,21966.58
ZFPainuser,142290,1.87,3.12,29671.66,32,1,0.5,2,6.2,31,1627.36,1657.45,217.67,0.41,1.09,1.81,2124.68,0,0,927.24,0.06,58,4,0,0,13,0.22,0,0,0,0,11,5,14,1954.43,1954.43,927.24,1333,42135.29,25854.62,67989.91,1316.73,807.96,216.41,35,41,6965.37
Korea_Jobang,43973,0.73,1.36,198315.8,220,3,0.1,31,14.1,217,2297.45,2293.23,91.99,0.15,1.8,0.72,2616.66,0,0,901.44,0.14,159,12,1,1,32,0.2,0,1,1,5,5,3,26,1937.1,1937.1,901.44,1913,268514.5,307150.5,575665.1,1220.52,1396.14,294.79,397,298,20237.34
kRiSpi,103724,1.73,8.33,28289.79,36,3,0.25,7,19.4,33,1614.12,1553.22,182.3,0.17,1.39,1.58,1271.32,0.06,0,785.83,0.19,57,6,0,0,6,0.11,0,2,12,12,7,2,12,1959.42,1959.42,1207.16,2370,27414.54,18352.91,45767.45,1301.18,1191.42,270.39,50,36,6562.87
Zukooo,98785,0.63,0,127695.16,158,0,0,11,7,158,1660.7,1660.55,88.89,0.12,1.05,0.63,2552.14,0.02,0,808.2,0.07,100,10,0,0,19,0.19,1,3,7,14,6,2,32,1952,1952,860.48,2515,176852.86,226385.78,403238.74,1323.42,1299.11,547.83,166,125,14044.73
bicon,37818,1.6,0,49521.47,45,0,0,11,24.4,45,1990.34,1910.79,182.84,0.31,1.44,1.6,3034.39,0.02,0.02,1100.48,0.24,72,4,1,1,14,0.19,0,1,14,14,7,2,14,2163.73,2163.73,1100.48,1629,67808.22,68739.27,136547.5,1506.85,1527.54,280.39,65,92,8227.91
NO1KING,31705,0.95,1.2,357906.75,418,5,0.14,51,12.2,413,2484.3,2562.45,124.03,0.18,1.77,0.94,2434.94,0.02,0.02,856.24,0.12,394,26,8,8,76,0.19,9,10,20,27,8,3,48,2181.28,2181.28,1151.41,4275,468075.19,549730.12,1017805.3,1534.74,2080.32,270.54,739,608,51845
ckoh,123704,0.81,0,109763.1,147,0,0,6,4.1,147,1776.52,1772.15,98.73,0.12,1.25,0.81,1817.32,0,0,746.69,0.04,119,7,0,0,17,0.14,1,0,5,8,4,2,18,1925.86,1925.86,746.69,1453,199118.3,68028.14,267146.4,1354.55,462.78,168.63,184,91,14513.48
tvarogok,15714,2.05,6.52,57489.09,46,3,0.18,17,37,43,2389.11,2370.64,232.1,0.26,3.07,1.91,4414.95,0.04,0,1249.76,0.37,88,5,0,0,12,0.14,1,2,1,3,8,5,25,1976.4,1976.4,1249.76,1999,78546.53,124541,203087.5,1707.53,2707.41,239.97,141,111,10676.46
15-71026707,174785,5.8,16.67,8237.6,6,1,0.5,2,33.3,5,1522.46,1518.47,477.91,1.33,4.17,4.83,3742.41,0,0,1372.93,0.33,29,0,0,0,8,0.28,0,0,14,14,10,2,4,1893.98,1893.98,1372.93,1254,14420.67,8033.79,22454.46,2403.45,1338.96,372.34,25,21,2867.49
Suicidalxlemons,52406,1.66,0,31805.54,29,0,0,7,24.1,29,1685.72,1657.91,200.8,0.21,0.83,1.66,3352.21,0,0,1096.74,0.24,48,1,0,0,6,0.12,1,0,5,9,6,2,16,1929.19,1929.19,1317.89,2462,55759.42,41454.66,97214.08,1889.79,1774.48,210.46,24,53,5823.28
PineappleBlade,19815,2.26,7.04,67711.96,71,5,0.16,17,23.9,66,1747.62,1838.7,234.49,0.38,1.11,2.1,3176.54,0.07,0,953.69,0.24,149,8,0,0,27,0.18,1,5,6,6,9,2,24,1997.57,1997.57,1358.5,2481,125633.3,99901.12,225534.42,2608.04,2209.56,318.63,79,131,16649.05
LemonLicker,182906,3.15,3.7,26814.84,27,1,0.06,9,33.3,26,1832.84,1833.45,319.02,0.59,1.89,3.04,4378.24,0.04,0.04,993.14,0.33,82,5,1,1,16,0.2,1,1,2,23,11,2,18,1890.92,1890.92,999.87,2542,41448.95,76763.42,118212.36,1606.88,2264.57,200.26,51,26,8613.55
KiroQ,11396,2.5,3.45,33373.09,29,1,0.08,12,41.4,28,1728.8,1758.79,282.49,0.52,1.31,2.41,2618.86,0.03,0.03,1150.8,0.41,70,1,1,1,15,0.21,0,1,2,2,10,2,15,2041.68,2041.68,1150.8,1421,32580.45,43366.54,75946.98,1123.46,1495.4,240.37,38,83,8192.1
crazylikeafox,101295,1.62,4.26,42163.32,47,2,0.22,9,19.1,45,1913.09,1877.4,166.73,0.55,2.57,1.55,2781.26,0.06,0,897.09,0.19,73,4,0,0,26,0.36,2,3,4,5,10,6,20,1912.06,1912.06,897.09,1581,60096.48,70622.88,130719.4,1278.65,1502.61,278.41,121,82,7836.24
ManLover69,134745,2.6,0,8054.11,10,0,0,1,10,10,1367.17,1367.47,275.43,0.4,1.5,2.6,1919.45,0,0,805.41,0.1,26,0,0,0,4,0.15,0,0,12,12,7,1,3,1712.92,1712.92,805.41,1106,15509.77,3684.76,19194.52,1550.98,368.48,318.84,15,17,2754.32
SF_Chewy,107694,1.16,1.56,41960.85,64,1,0.2,5,7.8,63,1631.44,1658.98,140.66,0.14,1.53,1.14,1579.02,0,0,655.64,0.08,73,4,0,0,9,0.12,0,0,2,24,6,2,22,1970.29,1970.29,655.64,1336,66196.97,34859.99,101057,1034.33,544.69,223.39,98,46,9002.03
Guss79,123826,1.75,0,12169.61,12,0,0,0,0,12,1303,1285.68,186.16,0.42,1.58,1.75,1877.9,0.08,0,1014.13,0,21,1,0,0,5,0.24,0,1,6,6,4,1,6,1672.66,1672.66,1014.13,1069,16540.98,5993.81,22534.79,1378.42,499.48,83.51,19,13,2233.89
TheBrothers,59203,1.3,2.35,249567.64,255,6,0.08,45,17.6,249,1783.16,1783.83,156.57,0.25,1.8,1.27,3614.12,0.03,0,978.7,0.18,323,24,1,1,65,0.2,3,7,10,29,12,5,55,1956.55,1956.55,988.79,2781,374489.23,547112.6,921601.73,1462.43,2080.97,349.45,460,253,39925.28
Infernozss,25429,2.52,5.94,74764.97,101,6,0.41,15,14.9,95,1743.27,1815.38,268.24,0.48,1.46,2.37,3161.61,0.03,0,740.25,0.15,239,11,0,0,48,0.2,1,3,15,26,15,3,27,1972.17,1972.17,848.24,2807,105908.8,213413.72,319322.6,1193.58,2595.31,341.67,147,142,27092.15
Kuskie,175385,6,0,1107.35,1,0,0,0,0,1,1227.62,1200,708.77,0,0,6,3354.6,0,0,1107.35,0,6,0,0,0,0,0,0,0,6,6,6,1,1,1107.35,1107.35,1107.35,1015,1325.44,2029.16,3354.6,1325.44,2029.16,127.88,0,2,708.77
Jeongjun08,182794,1.95,5,21329.62,20,1,0.17,6,30,19,1617,1580.69,224.44,0.2,1.3,1.85,3480.46,0,0,1066.48,0.3,37,0,0,0,4,0.11,0,0,11,19,7,2,7,1865.31,1865.31,1066.48,1335,33531.04,36078.23,69609.27,1676.55,1803.91,404.54,26,28,4488.72
ttuckBreaker,23996,0.72,2.7,39315.66,37,1,0.2,5,13.5,36,1555.21,1606.24,84.99,0.16,1.03,0.7,3225.19,0.05,0.03,1062.59,0.14,26,2,1,1,6,0.23,0,2,0,0,4,1,22,1986.72,1986.72,1062.58,1307,56929.05,62402.88,119331.9,1538.62,1686.56,214.92,38,30,3144.48
BagsPayne,92259,1.51,1.79,56507.04,56,1,0.11,9,16.1,55,2013.45,2036.03,181.88,0.38,3.82,1.48,3219.4,0.02,0.02,1009.05,0.16,83,2,1,1,21,0.25,1,1,1,28,9,2,13,1979.63,1979.63,1009.05,1662,93161.49,87124.83,180286.3,1663.6,1555.8,269.61,214,89,10185.09
BlackWolf009,104920,0.5,0.78,99978.23,129,1,0.11,9,7,128,1544.87,1553.61,65.87,0.09,0.52,0.5,2474.13,0.02,0.01,775.03,0.07,64,8,1,1,11,0.17,1,3,1,1,6,2,15,1979.74,1979.74,775.03,1288,153094.6,166068,319162.6,1186.78,1287.35,285.58,67,79,8497.34
